-421.700	298.400	62.800
-1081.850	109.917	5.004
-975.863	603.862	-65.933
-427.500	338.800	159.100
-1081.850	127.994	101.865
-977.048	573.387	94.751
-896.373	404.000	16.900
-923.400	239.500	463.500
-1036.554	592.000	12.700
-1081.850	132.000	57.000
-923.400	239.500	463.500
-896.373	404.000	16.900
-976.460	588.948	12.700
-976.460	670.621	12.700
-0.000	0.302	-1.923
-0.091	0.578	-2.146
0.095	0.650	-0.695
-0.158	0.225	-0.412
-992.700	80.000	76.248
-992.700	40.000	76.248
